ID,출생연도,고객_교육수준,고객_결혼여부,고객_소득,고객_자녀수,고객_청소년수,고객_가입날짜,고객_최신구매일_경과기간,고객_와인_구매금액,고객_과일_구매금액,고객_육류_구매금액,고객_생선_구매금액,고객_사탕_구매금액,고객_골드_구매금액,고객_할인품목_구매횟수,고객_회사사이트_통한_구매횟수,고객_카탈로그_통한_구매횟수,고객_매장방문_구매횟수,고객_지난달_회사사이트_방문횟수,캠페인1_수락여부,캠페인2_수락여부,캠페인3_수락여부,캠페인4_수락여부,캠페인5_수락여부,불만제기,target
train_1003,1967,박사,동거,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,0,0,1,0,0,0
train_1004,1982,학사,기혼,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1
train_1005,1952,학사,기혼,35704.0,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0
train_1006,1961,박사,동거,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,0,1
train_1007,1954,학사,기혼,93404.0,1,2,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,0,1,1,0,0
train_1008,1951,학사,기혼,32871.0,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0
train_1009,1971,박사,미혼,42767.0,2,0,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0
train_1010,1963,석사,동거,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,0,0,1,0,0,0
train_1011,1977,석사,기혼,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0
train_1012,1986,학사,이혼,21846.0,1,0,2013-10-22,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0
train_1013,1969,학사,기혼,4428.0,0,1,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0
train_1014,1992,초졸_중졸,기혼,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,0,0,1,0,0,0,0
train_1015,1976,학사,동거,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0
train_1016,1987,학사,미혼,57100.0,1,0,2014-05-18,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0
train_1017,1967,학사,동거,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0
train_1018,1976,석사,기혼,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0
train_1019,1974,박사,동거,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0
train_1020,1953,학사,동거,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0
train_1021,1976,석사,미혼,60482.0,0,1,2013-01-23,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0
train_1022,1965,학사,미혼,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0
train_1023,1987,박사,미혼,74004.0,0,0,2014-02-24,5,784,48,560,42,176,48,1,4,6,4,3,1,0,0,0,1,0,1
train_1024,1966,학사,동거,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0
train_1025,1990,학사,기혼,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0
train_1026,1971,석사,이혼,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0
train_1027,1961,석사,동거,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
train_1028,1963,고졸,미혼,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
train_1029,1958,학사,기혼,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,1,0,0,0,0,0,0
train_1030,1961,박사,이혼,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,0,1
train_1031,1974,박사,기혼,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,1,0,0,1,0,0,1
train_1032,1980,박사,미혼,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0
train_1033,1970,박사,기혼,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1
train_1034,1959,석사,동거,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,0,0,1,0,0
train_1035,1966,학사,동거,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,0,0,1,0,0
train_1036,1972,박사,미혼,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0
train_1037,1963,박사,기혼,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0
train_1038,1978,박사,미혼,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
train_1039,1956,학사,기혼,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0
train_1040,1953,학사,동거,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
train_1041,1977,학사,미혼,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1
train_1042,1953,학사,동거,48794.0,1,1,2014-06-26,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0
train_1043,1974,학사,기혼,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
train_1044,1963,학사,사별,34213.0,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1
train_1045,1960,석사,기혼,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0
train_1046,1971,학사,기혼,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1
train_1047,1959,박사,이혼,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0
train_1048,1985,박사,미혼,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0
train_1049,1978,석사,기혼,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,1,0,0,1,1,0,1
train_1050,1960,석사,미혼,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0
train_1051,1966,학사,미혼,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,0,0,1,0,0,0
train_1052,1966,학사,사별,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0
train_1053,1971,박사,사별,47111.0,0,1,2012-09-08,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0
train_1054,1966,학사,기혼,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,0,0,1,0,0
train_1055,1989,학사,기혼,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,1,0,0,1,0,0,0
train_1056,1956,석사,동거,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
train_1057,1947,학사,미혼,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,0,0,1,0,0
train_1058,1990,초졸_중졸,미혼,16185.0,1,0,2013-08-05,71,5,11,16,21,8,45,2,2,2,2,8,0,0,0,0,0,0,0
train_1059,1954,학사,이혼,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0
train_1060,1964,학사,미혼,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0
train_1061,1967,학사,이혼,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0
train_1062,1970,고졸,기혼,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
train_1063,1967,학사,미혼,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0
train_1064,1952,학사,동거,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
train_1065,1992,학사,동거,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,1,0,0,0,0,0,0
train_1066,1978,학사,사별,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0
train_1067,1978,학사,기혼,65819.0,0,0,2012-11-29,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0
train_1068,1989,학사,기혼,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0
train_1069,1968,석사,미혼,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0
train_1070,1984,박사,기혼,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0
train_1071,1972,학사,기혼,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0
train_1072,1980,고졸,기혼,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,0,1,0,1
train_1073,1967,박사,기혼,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0
train_1074,1988,박사,기혼,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0
train_1075,1974,박사,기혼,38410.0,0,0,2012-09-14,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1
train_1076,1957,학사,사별,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0
train_1077,1965,박사,기혼,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,0,0
train_1078,1954,학사,기혼,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
train_1079,1975,석사,기혼,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,0,0
train_1080,1969,학사,동거,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0
train_1081,1964,학사,사별,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1
train_1082,1981,학사,미혼,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,1,0,0,0,1,0,1
train_1083,1955,박사,기혼,59821.0,0,1,2013-04-12,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0
train_1084,1949,학사,동거,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0
train_1085,1967,학사,기혼,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,1,0,0,1,0,0,1
train_1086,1954,학사,사별,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0
train_1087,1975,학사,기혼,23957.0,1,0,2012-10-28,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1
train_1088,1956,석사,기혼,52973.0,0,1,2012-11-08,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0
train_1089,1968,학사,사별,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,0,0,1,0,0,0
train_1090,1963,학사,미혼,30983.0,0,0,2012-11-09,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1
train_1091,1955,학사,기혼,65210.0,0,1,2014-03-10,25,626,0,70,0,7,28,2,9,3,8,6,1,0,0,1,0,0,0
train_1092,1968,학사,기혼,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,0,1
train_1093,1970,학사,동거,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,0,0,1,0,0,0
train_1094,1955,학사,기혼,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0
train_1095,1989,학사,기혼,,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,1,0,0,1,0,0,0
train_1096,1975,고졸,사별,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
train_1097,1979,학사,동거,21645.0,1,0,2012-09-03,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1
train_1098,1960,고졸,동거,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0
train_1099,1966,학사,기혼,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0
train_1100,1975,학사,이혼,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_1101,1954,박사,기혼,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0
train_1102,1974,박사,기혼,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0
train_1103,1947,박사,기혼,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0
train_1104,1968,학사,이혼,36997.0,1,1,2013-02-01,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,0
train_1105,1975,고졸,동거,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0
train_1106,1956,학사,기혼,58116.0,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0
train_1107,1971,학사,사별,45684.0,1,0,2013-12-02,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0
train_1108,1970,학사,이혼,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1
train_1109,1976,석사,미혼,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0
train_1110,1986,학사,기혼,79529.0,0,0,2014-04-27,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0
train_1111,1976,학사,기혼,17148.0,1,0,2014-01-28,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0
train_1112,1983,학사,동거,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0
train_1113,1977,학사,미혼,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,0,0,1,0,0,0,0
train_1114,1971,석사,동거,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
train_1115,1967,박사,이혼,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0
train_1116,1985,학사,미혼,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0
train_1117,1970,,동거,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,0,1,1,0,1,0,1
train_1118,1945,박사,미혼,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1
train_1119,1982,학사,기혼,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1
train_1120,1954,학사,기혼,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
train_1121,1983,박사,동거,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,1,0,0,0
train_1122,1970,학사,미혼,76467.0,1,0,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1
train_1123,1984,학사,기혼,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0
train_1124,1977,석사,미혼,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0
train_1125,1968,학사,동거,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0
train_1126,1975,석사,기혼,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0
train_1127,1952,학사,미혼,47958.0,0,1,2013-01-19,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0
train_1128,1976,박사,동거,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1
train_1129,1954,박사,기혼,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0
train_1130,1974,석사,동거,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0
train_1131,1956,석사,미혼,86424.0,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0
train_1132,1970,학사,미혼,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,0,0,1,0,0,0,1
train_1133,1978,박사,미혼,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,0,0,1,0,0,0,1
train_1134,1975,학사,기혼,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0
train_1135,1976,석사,이혼,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0
train_1136,1974,박사,미혼,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0
train_1137,1975,박사,기혼,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0
train_1138,1978,박사,동거,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0
train_1139,1968,석사,이혼,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
train_1140,1950,박사,동거,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0
train_1141,1973,박사,이혼,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0
train_1142,1965,고졸,기혼,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,0,0
train_1143,1983,박사,기혼,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0
train_1144,1953,학사,이혼,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,0,0,1,0,0,0,0
train_1145,1968,박사,기혼,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
train_1146,1959,박사,기혼,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0
train_1147,1976,학사,동거,71322.0,0,1,2014-05-02,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0
train_1148,1971,고졸,동거,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0
train_1149,1969,,기혼,44078.0,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0
train_1150,1979,박사,기혼,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0
train_1151,1960,석사,기혼,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
train_1152,1971,고졸,이혼,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,1,0,0,1
train_1153,1976,학사,기혼,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0
train_1154,1978,초졸_중졸,미혼,26487.0,1,0,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0
train_1155,1970,학사,이혼,72967.0,0,1,2012-12-15,1,158,35,179,0,0,125,2,7,2,8,5,0,0,1,0,0,0,1
train_1156,1959,학사,기혼,79823.0,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,0,0,0,1,0,0,0
train_1157,1981,석사,동거,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,0,0,1,0,0,0,0
train_1158,1960,고졸,사별,46779.0,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0
train_1159,1971,석사,동거,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0
train_1160,1966,학사,미혼,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0
train_1161,1971,석사,기혼,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,0,1
train_1162,1971,석사,동거,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0
train_1163,1975,학사,기혼,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0
train_1164,1966,박사,동거,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,0,0,1,0,0,0,0
train_1165,1979,초졸_중졸,동거,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0
train_1166,1970,석사,미혼,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,0,0,1,0,0,0,0
train_1167,1944,박사,이혼,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,0,0,1,0,0,0
train_1168,1976,,기혼,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0
train_1169,1994,학사,동거,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
train_1170,1951,학사,사별,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0
train_1171,1968,박사,이혼,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0
train_1172,1972,학사,미혼,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,0,0,1,0,0,0,1
train_1173,1954,학사,미혼,46344.0,1,1,2014-03-08,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0
train_1174,1951,학사,기혼,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0
train_1175,1971,박사,동거,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0
train_1176,1956,학사,동거,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
train_1177,1955,고졸,기혼,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0
train_1178,1978,박사,기혼,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0
train_1179,1971,학사,동거,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0
train_1180,1958,박사,동거,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
train_1181,1949,박사,이혼,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0
train_1182,1955,학사,기혼,74268.0,0,0,2013-02-14,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0
train_1183,1946,박사,미혼,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0
train_1184,1946,박사,미혼,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,0,0,1,0,1
train_1185,1972,학사,동거,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0,0
train_1186,1951,석사,미혼,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0
train_1187,1949,석사,이혼,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0
train_1188,1956,학사,미혼,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,1,1,0,1,1,0,1
train_1189,1961,석사,동거,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0
train_1190,1953,학사,기혼,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0
train_1191,1960,석사,기혼,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0
train_1192,1979,학사,미혼,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
train_1193,1963,박사,미혼,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
train_1194,1952,박사,기혼,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0
train_1195,1976,학사,동거,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0
train_1196,1967,학사,미혼,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,0,0,1,0,0,0,0
train_1197,1977,학사,기혼,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0
train_1198,1962,박사,동거,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
train_1199,1971,학사,기혼,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1
train_1200,1973,석사,이혼,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1
train_1201,1979,학사,기혼,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0
